language,feature_id,layer,source_keyword,explanation,rank,pk_id,verse_ref,score,raw_text
cuv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,3,1CO-007-040,1 Corinthians 7:40,0.5972467,然 而 按 我 的 意 见 ， 若 常 守 节 更 有 福 气 。 我 也 想 自 己 是 被 神 的 灵 感 动 了 。
cuv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,4,2CO-012-020,2 Corinthians 12:20,0.59604645,我 怕 我 再 来 的 时 候 ， 见 你 们 不 合 我 所 想 望 的 ， 你 们 见 我 也 不 合 你 们 所 想 望 的 ； 又 怕 有 纷 争 、 嫉 妒 、 恼 怒 、 结 党 、 毁 谤 、 谗 言 、 狂 傲 、 混 乱 的 事 。
cuv,25894,25-llamascope-res-32k,feeling, emotional sensations and experiences related to feelings,5,2CO-007-005,2 Corinthians 7:5,0.58169746,我 们 从 前 就 是 到 了 马 其 顿 的 时 候 ， 身 体 也 不 得 安 宁 ， 周 围 遭 患 难 ， 外 有 争 战 ， 内 有 惧 怕 。
cuv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,1,PSA-102-002,Psalms 102:2,0.59389037,我 在 急 难 的 日 子 ， 求 你 向 我 侧 耳 ； 不 要 向 我 掩 面 ！ 我 呼 求 的 日 子 ， 求 你 快 快 应 允 我 ！
cuv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,2,2TI-001-004,2 Timothy 1:4,0.58945477,记 念 你 的 眼 泪 ， 昼 夜 切 切 的 想 要 见 你 ， 好 叫 我 满 心 快 乐 。
cuv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,3,PSA-031-002,Psalms 31:2,0.5893284,求 你 侧 耳 而 听 ， 快 快 救 我 ！ 作 我 坚 固 的 磐 石 ， 拯 救 我 的 保 障 ！
cuv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,4,MRK-008-018,Mark 8:18,0.5879968,你 们 有 眼 睛 ， 看 不 见 麽 ？ 有 耳 朵 ， 听 不 见 麽 ？ 也 不 记 得 麽 ？
cuv,25898,28-llamascope-res-32k,feeling, expressions related to emotions and feelings,5,REV-003-002,Revelation 3:2,0.58382946,你 要 儆 醒 ， 坚 固 那 剩 下 将 要 衰 微 （ 原 文 是 死 ） 的 ； 因 我 见 你 的 行 为 ， 在 我 神 面 前 ， 没 有 一 样 是 完 全 的 。
cuv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,1,JAS-004-013,James 4:13,0.5790975,? ！ 你 们 有 话 说 ： 「 今 天 明 天 我 们 要 往 某 城 里 去 ， 在 那 里 住 一 年 ， 做 买 卖 得 利 。 」
cuv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,2,ROM-015-024,Romans 15:24,0.57105696,盼 望 从 你 们 那 里 经 过 ， 得 见 你 们 ， 先 与 你 们 彼 此 交 往 ， 心 里 稍 微 满 足 ， 然 後 蒙 你 们 送 行 。
cuv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,3,PSA-128-005,Psalms 128:5,0.5702986,愿 耶 和 华 从 锡 安 赐 福 给 你 ！ 愿 你 一 生 一 世 看 见 耶 路 撒 冷 的 好 处 ！
cuv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,4,ISA-052-001,Isaiah 52:1,0.5609603,锡 安 哪 ， 兴 起 ！ 兴 起 ！ 披 上 你 的 能 力 ！ 圣 城 耶 路 撒 冷 啊 ， 穿 上 你 华 美 的 衣 服 ！ 因 为 从 今 以 後 ， 未 受 割 礼 、 不 洁 净 的 必 不 再 进 入 你 中 间 。
cuv,25947,12-llamascope-res-32k,sentiment, emotional sentiments and expressions of satisfaction or dissatisfaction,5,DEU-009-001,Deuteronomy 9:1,0.558638,以 色 列 阿 ， 你 当 听 ！ 你 今 日 要 过 约 但 河 ， 进 去 赶 出 比 你 强 大 的 国 民 ， 得 着 广 大 坚 固 、 高 得 顶 天 的 城 邑 。
cuv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,1,JHN-016-033,John 16:33,0.6184139,我 将 这 些 事 告 诉 你 们 ， 是 要 叫 你 们 在 我 里 面 有 平 安 。 在 世 上 ， 你 们 有 苦 难 ； 但 你 们 可 以 放 心 ， 我 已 经 胜 了 世 界 。
cuv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,2,2TI-003-011,2 Timothy 3:11,0.6126355,以 及 我 在 安 提 阿 、 以 哥 念 、 路 司 得 所 遭 遇 的 逼 迫 ， 苦 难 。 我 所 忍 受 是 何 等 的 逼 迫 ； 但 从 这 一 切 苦 难 中 ， 主 都 把 我 救 出 来 了 。
cuv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,3,1CO-009-027,1 Corinthians 9:27,0.61220074,我 是 攻 克 己 身 ， 叫 身 服 我 ， 恐 怕 我 传 福 音 给 别 人 ， 自 己 反 被 弃 绝 了 。
cuv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,4,PHP-002-023,Philippians 2:23,0.6104207,所 以 ， 我 一 看 出 我 的 事 要 怎 样 了 结 ， 就 盼 望 立 刻 打 发 他 去 ；
cuv,25961,18-llamascope-res-32k,feeling,emotional expressions and sensations,5,2TI-004-007,2 Timothy 4:7,0.6078132,那 美 好 的 仗 我 已 经 打 过 了 ， 当 跑 的 路 我 已 经 跑 尽 了 ， 所 信 的 道 我 已 经 守 住 了 。
cuv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,1,1SA-014-007,1 Samuel 14:7,0.6074462,拿 兵 器 的 对 他 说 ： 随 你 的 心 意 行 罢 。 你 可 以 上 去 ， 我 必 跟 随 你 ， 与 你 同 心 。
cuv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,2,1CO-013-012,1 Corinthians 13:12,0.60119116,我 们 如 今 彷 佛 对 着 镜 子 观 看 ， ? 糊 不 清 （ 原 文 作 ： 如 同 猜 谜 ） ； 到 那 时 就 要 面 对 面 了 。 我 如 今 所 知 道 的 有 限 ， 到 那 时 就 全 知 道 ， 如 同 主 知 道 我 一 样 。
cuv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,3,ACT-010-029,Acts 10:29,0.6007161,所 以 我 被 请 的 时 候 ， 就 不 推 辞 而 来 。 现 在 请 问 ： 你 们 叫 我 来 有 甚 麽 意 思 呢 ？
cuv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,4,JHN-004-029,John 4:29,0.59572315,「 你 们 来 看 ！ 有 一 个 人 将 我 素 来 所 行 的 一 切 事 都 给 我 说 出 来 了 ， 莫 非 这 就 是 基 督 吗 ？ 」
cuv,25965,26-llamascope-res-32k,feeling, emotional expressions and inquiries about feelings,5,2KI-009-005,2 Kings 9:5,0.59421253,到 了 那 里 ， 看 见 众 军 长 都 坐 着 ， 就 说 ： 将 军 哪 ， 我 有 话 对 你 说 。 耶 户 说 ： 我 们 众 人 里 ， 你 要 对 哪 一 个 说 呢 ？ 回 答 说 ： 将 军 哪 ， 我 要 对 你 说 。
cuv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,1,TIT-003-015,Titus 3:15,0.59596765,同 我 在 一 处 的 人 都 问 你 安 。 请 代 问 那 些 因 有 信 心 爱 我 们 的 人 安 。 愿 恩 惠 常 与 你 们 众 人 同 在 ！
cuv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,2,PHP-004-018,Philippians 4:18,0.5885579,但 我 样 样 都 有 ， 并 且 有 馀 。 我 已 经 充 足 ， 因 我 从 以 巴 弗 提 受 了 你 们 的 ? 送 ， 当 作 极 美 的 香 气 ， 为 神 所 收 纳 、 所 喜 悦 的 祭 物 。
cuv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,3,PSA-080-003,Psalms 80:3,0.587651,　 神 啊 ， 求 你 使 我 们 回 转 （ 或 译 ： 复 兴 ） ， 使 你 的 脸 发 光 ， 我 们 便 要 得 救 ！
cuv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,4,2TH-001-003,2 Thessalonians 1:3,0.58561313,弟 兄 们 ， 我 们 该 为 你 们 常 常 感 谢 神 ， 这 本 是 合 宜 的 ； 因 你 们 的 信 心 格 外 增 长 ， 并 且 你 们 众 人 彼 此 相 爱 的 心 也 都 充 足 。
cuv,26215,4-llamascope-res-32k,feeling, feelings of happiness and relaxation,5,ACT-014-015,Acts 14:15,0.5848633,诸 君 ， 为 甚 麽 做 这 事 呢 ？ 我 们 也 是 人 ， 性 情 和 你 们 一 样 。 我 们 传 福 音 给 你 们 ， 是 叫 你 们 离 弃 这 些 虚 妄 ， 归 向 那 创 造 天 、 地 、 海 、 和 其 中 万 物 的 永 生 神 。
cuv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,1,ISA-017-012,Isaiah 17:12,0.5703362,唉 ！ 多 民 哄 嚷 ， 好 像 海 浪 ? 訇 ； 列 邦 奔 腾 ， 好 像 猛 水 滔 滔 ；
cuv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,2,JER-006-022,Jeremiah 6:22,0.56828314,耶 和 华 如 此 说 ： 看 哪 ， 有 一 种 民 从 北 方 而 来 ， 并 有 一 大 国 被 激 动 ， 从 地 极 来 到 。
cuv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,3,MAT-024-007,Matthew 24:7,0.567295,民 要 攻 打 民 ， 国 要 攻 打 国 ； 多 处 必 有 饥 荒 、 地 震 。
cuv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,4,PRO-029-026,Proverbs 29:26,0.5663988,求 王 恩 的 人 多 ； 定 人 事 乃 在 耶 和 华 。
cuv,26305,29-llamascope-res-32k,sentiment,sentiments related to optimism in market conditions,5,ISA-037-032,Isaiah 37:32,0.56409,必 有 馀 剩 的 民 从 耶 路 撒 冷 而 出 ； 必 有 逃 脱 的 人 从 锡 安 山 而 来 。 万 军 之 耶 和 华 的 热 心 必 成 就 这 事 。
cuv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,1,2TI-004-007,2 Timothy 4:7,0.6069858,那 美 好 的 仗 我 已 经 打 过 了 ， 当 跑 的 路 我 已 经 跑 尽 了 ， 所 信 的 道 我 已 经 守 住 了 。
cuv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,2,JHN-016-033,John 16:33,0.6015177,我 将 这 些 事 告 诉 你 们 ， 是 要 叫 你 们 在 我 里 面 有 平 安 。 在 世 上 ， 你 们 有 苦 难 ； 但 你 们 可 以 放 心 ， 我 已 经 胜 了 世 界 。
cuv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,3,PHP-001-023,Philippians 1:23,0.6006167,我 正 在 两 难 之 间 ， 情 愿 离 世 与 基 督 同 在 ， 因 为 这 是 好 得 无 比 的 。
cuv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,4,2JN-001-012,2 John 1:12,0.59157956,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。
cuv,26436,23-llamascope-res-32k,feeling,sentiments related to emotional experiences and personal connections,5,JER-009-002,Jeremiah 9:2,0.59043187,惟 愿 我 在 旷 野 有 行 路 人 住 宿 之 处 ， 使 我 可 以 离 开 我 的 民 出 去 ； 因 他 们 都 是 行 奸 淫 的 ， 是 行 诡 诈 的 一 党 。
cuv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,1,NUM-013-020,Numbers 13:20,0.5663722,又 看 那 地 土 是 肥 美 是 瘠 薄 ， 其 中 有 树 木 没 有 。 你 们 要 放 开 胆 量 ， 把 那 地 的 果 子 带 些 来 。 那 时 正 是 葡 萄 初 熟 的 时 候 。
cuv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,2,SNG-002-013,Song of Solomon 2:13,0.56352454,无 花 果 树 的 果 子 渐 渐 成 熟 ； 葡 萄 树 开 花 放 香 。 我 的 佳 偶 ， 我 的 美 人 ， 起 来 ， 与 我 同 去 ！
cuv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,3,1KI-006-018,1 Kings 6:18,0.5562672,殿 里 一 点 石 头 都 不 显 露 ， 一 概 用 香 柏 木 遮 蔽 ； 上 面 刻 着 野 瓜 和 初 开 的 花 。
cuv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,4,DAN-004-021,Daniel 4:21,0.5559628,叶 子 华 美 ， 果 子 甚 多 ， 可 作 众 生 的 食 物 ； 田 野 的 走 兽 住 在 其 下 ； 天 空 的 飞 鸟 宿 在 枝 上 。
cuv,26548,9-llamascope-res-32k,sentiment,positive sentiments and expressions of approval,5,MRK-011-013,Mark 11:13,0.5514,远 远 的 看 见 一 棵 无 花 果 树 ， 树 上 有 叶 子 ， 就 往 那 里 去 ， 或 者 在 树 上 可 以 找 着 甚 麽 。 到 了 树 下 ， 竟 找 不 着 甚 麽 ， 不 过 有 叶 子 ， 因 为 不 是 收 无 花 果 的 时 候 。
cuv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,1,PSA-067-001,Psalms 67:1,0.6043843,（ 一 篇 诗 歌 ， 交 与 伶 长 。 用 丝 弦 的 乐 器 。 ） 愿 　 神 怜 悯 我 们 ， 赐 福 与 我 们 ， 用 脸 光 照 我 们 ， （ 细 拉 ）
cuv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,1,2TH-003-009,2 Thessalonians 3:9,0.6118997,这 并 不 是 因 我 们 没 有 权 柄 ， 乃 是 要 给 你 们 作 榜 样 ， 叫 你 们 效 法 我 们 。
cuv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,2,2SA-001-026,2 Samuel 1:26,0.59607977,我 兄 约 拿 单 哪 ， 我 为 你 悲 伤 ！ 我 甚 喜 悦 你 ！ 你 向 我 发 的 爱 情 奇 妙 非 常 ， 过 於 妇 女 的 爱 情 。
cuv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,2,ROM-003-002,Romans 3:2,0.60600996,凡 事 大 有 好 处 ： 第 一 是 神 的 圣 言 交 托 他 们 。
cuv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,3,PSA-067-007,Psalms 67:7,0.59545326,　 神 要 赐 福 与 我 们 ； 地 的 四 极 都 要 敬 畏 他 ！
cuv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,3,PHP-002-001,Philippians 2:1,0.6058662,所 以 ， 在 基 督 里 若 有 甚 麽 劝 勉 ， 爱 心 有 甚 麽 安 慰 ， 圣 灵 有 甚 麽 交 通 ， 心 中 有 甚 麽 慈 悲 怜 悯 ，
cuv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,4,PSA-143-007,Psalms 143:7,0.59340143,耶 和 华 啊 ， 求 你 速 速 应 允 我 ！ 我 心 神 耗 尽 ！ 不 要 向 我 掩 面 ， 免 得 我 像 那 些 下 坑 的 人 一 样 。
cuv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,4,1CO-009-025,1 Corinthians 9:25,0.6054901,凡 较 力 争 胜 的 ， 诸 事 都 有 节 制 ， 他 们 不 过 是 要 得 能 坏 的 冠 冕 ； 我 们 却 是 要 得 不 能 坏 的 冠 冕 。
cuv,26763,4-llamascope-res-32k,feeling, feelings of uncertainty or contemplation,5,PSA-116-007,Psalms 116:7,0.59313,我 的 心 哪 ！ 你 要 仍 归 安 乐 ， 因 为 耶 和 华 用 厚 恩 待 你 。
cuv,26763,26-llamascope-res-32k,feeling, sentiments of hope and anticipation,5,ROM-003-031,Romans 3:31,0.5943918,这 样 ， 我 们 因 信 废 了 律 法 麽 ？ 断 乎 不 是 ！ 更 是 坚 固 律 法 。
cuv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,1,2KI-018-020,2 Kings 18:20,0.6030971,你 说 有 打 仗 的 计 谋 和 能 力 ， 我 看 不 过 是 虚 话 。 你 到 底 倚 靠 谁 才 背 叛 我 呢 ？
cuv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,2,NUM-005-030,Numbers 5:30,0.59777665,或 是 人 生 了 疑 恨 的 心 ， 疑 恨 他 的 妻 ， 就 有 这 疑 恨 的 条 例 。 那 时 他 要 叫 妇 人 站 在 耶 和 华 面 前 ， 祭 司 要 在 他 身 上 照 这 条 例 而 行 。
cuv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,3,JER-002-032,Jeremiah 2:32,0.5922713,处 女 岂 能 忘 记 他 的 妆 饰 呢 ？ 新 妇 岂 能 忘 记 他 的 美 衣 呢 ？ 我 的 百 姓 却 忘 记 了 我 无 数 的 日 子 ！
cuv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,4,MAT-017-012,Matthew 17:12,0.5886364,只 是 我 告 诉 你 们 ， 以 利 亚 已 经 来 了 ， 人 却 不 认 识 他 ， 竟 任 意 待 他 。 人 子 也 将 要 这 样 受 他 们 的 害 。
cuv,26865,15-llamascope-res-32k,sentiment,personal opinions and expressions of emotional sentiment,5,MRK-010-002,Mark 10:2,0.5869094,有 法 利 赛 人 来 问 他 说 ： 人 休 妻 可 以 不 可 以 ？ 意 思 要 试 探 他 。
cuv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,1,JOB-033-002,Job 33:2,0.6043086,我 现 在 开 口 ， 用 舌 发 言 。
cuv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,2,ACT-010-033,Acts 10:33,0.60152805,所 以 我 立 时 打 发 人 去 请 你 。 你 来 了 很 好 ； 现 今 我 们 都 在 神 面 前 ， 要 听 主 所 吩 咐 你 的 一 切 话 。
cuv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,3,JOB-032-020,Job 32:20,0.5998559,我 要 说 话 ， 使 我 舒 畅 ； 我 要 开 口 回 答 。
cuv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,4,2TI-004-002,2 Timothy 4:2,0.5904161,务 要 传 道 ， 无 论 得 时 不 得 时 ， 总 要 专 心 ； 并 用 百 般 的 忍 耐 ， 各 样 的 教 训 ， 责 备 人 、 警 戒 人 、 劝 勉 人 。
cuv,26998,13-llamascope-res-32k,feeling, expressions describing experiences or sensations,5,TIT-003-008,Titus 3:8,0.59025115,这 话 是 可 信 的 。 我 也 愿 你 把 这 些 事 切 切 实 实 的 讲 明 ， 使 那 些 已 信 神 的 人 留 心 做 正 经 事 业 （ 或 作 ： 留 心 行 善 ） 。 这 都 是 美 事 ， 并 且 与 人 有 益 。
cuv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,1,MAT-006-005,Matthew 6:5,0.6389183,你 们 祷 告 的 时 候 ， 不 可 像 那 假 冒 为 善 的 人 ， 爱 站 在 会 堂 里 和 十 字 路 口 上 祷 告 ， 故 意 叫 人 看 见 。 我 实 在 告 诉 你 们 ， 他 们 已 经 得 了 他 们 的 赏 赐 。
cuv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,2,HEB-010-033,Hebrews 10:33,0.63374865,一 面 被 毁 谤 ， 遭 患 难 ， 成 了 戏 景 ， 叫 众 人 观 看 ； 一 面 陪 伴 那 些 受 这 样 苦 难 的 人 。
cuv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,3,ACT-010-033,Acts 10:33,0.62909436,所 以 我 立 时 打 发 人 去 请 你 。 你 来 了 很 好 ； 现 今 我 们 都 在 神 面 前 ， 要 听 主 所 吩 咐 你 的 一 切 话 。
cuv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,4,ECC-009-011,Ecclesiastes 9:11,0.62235266,我 又 转 念 ： 见 日 光 之 下 ， 快 跑 的 未 必 能 赢 ； 力 战 的 未 必 得 胜 ； 智 慧 的 未 必 得 粮 食 ； 明 哲 的 未 必 得 资 财 ； 灵 巧 的 未 必 得 喜 悦 。 所 临 到 众 人 的 是 在 乎 当 时 的 机 会 。
cuv,27477,14-llamascope-res-32k,feeling, expressions related to experiences and feelings about enjoyment or fun,5,1SA-012-007,1 Samuel 12:7,0.6221524,现 在 你 们 要 站 住 ， 等 我 在 耶 和 华 面 前 对 你 们 讲 论 耶 和 华 向 你 们 和 你 们 列 祖 所 行 一 切 公 义 的 事 。
cuv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,1,NUM-009-021,Numbers 9:21,0.58086497,有 时 从 晚 上 到 早 晨 ， 有 这 云 彩 在 帐 幕 上 ； 早 晨 云 彩 收 上 去 ， 他 们 就 起 行 。 有 时 昼 夜 云 彩 停 在 帐 幕 上 ， 收 上 去 的 时 候 ， 他 们 就 起 行 。
cuv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,2,ROM-015-024,Romans 15:24,0.57153004,盼 望 从 你 们 那 里 经 过 ， 得 见 你 们 ， 先 与 你 们 彼 此 交 往 ， 心 里 稍 微 满 足 ， 然 後 蒙 你 们 送 行 。
cuv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,3,ECC-003-007,Ecclesiastes 3:7,0.55881274,撕 裂 有 时 ， 缝 补 有 时 ； 静 默 有 时 ， 言 语 有 时 ；
cuv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,4,EZK-001-016,Ezekiel 1:16,0.55435205,轮 的 形 状 和 颜 色 （ 原 文 是 作 法 ） 好 像 水 苍 玉 。 四 轮 都 是 一 个 样 式 ， 形 状 和 作 法 好 像 轮 中 套 轮 。
cuv,27562,13-llamascope-res-32k,feeling, sentiments toward events or experiences,5,2TI-004-011,2 Timothy 4:11,0.55156267,独 有 路 加 在 我 这 里 。 你 来 的 时 候 ， 要 把 马 可 带 来 ， 因 为 他 在 传 道 （ 或 作 ： 服 事 我 ） 的 事 上 於 我 有 益 处 。
cuv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,1,NEH-005-018,Nehemiah 5:18,0.5843784,每 日 预 备 一 只 公 牛 ， 六 只 肥 羊 ， 又 预 备 些 飞 禽 ； 每 十 日 一 次 ， 多 预 备 各 样 的 酒 。 虽 然 如 此 ， 我 并 不 要 省 长 的 俸 禄 ， 因 为 百 姓 服 役 甚 重 。
cuv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,2,PRO-030-015,Proverbs 30:15,0.5811438,蚂 蟥 有 两 个 女 儿 ， 常 说 ： 给 呀 ， 给 呀 ！ 有 三 样 不 知 足 的 ， 连 不 说 够 的 共 有 四 样 ：
cuv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,3,GEN-015-010,Genesis 15:10,0.5797985,亚 伯 兰 就 取 了 这 些 来 ， 每 样 劈 开 ， 分 成 两 半 ， 一 半 对 着 一 半 地 摆 列 ， 只 有 鸟 没 有 劈 开 。
cuv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,4,2KI-002-017,2 Kings 2:17,0.5772817,他 们 再 三 催 促 他 ， 他 难 以 推 辞 ， 就 说 ： 你 们 打 发 人 去 罢 ！ 他 们 便 打 发 五 十 人 去 ， 寻 找 了 三 天 ， 也 没 有 找 着 。
cuv,27930,30-llamascope-res-32k,feeling,terms related to emotional or physical feelings,5,1CH-021-012,1 Chronicles 21:12,0.5772772,或 三 年 的 饥 荒 ； 或 败 在 你 敌 人 面 前 ， 被 敌 人 的 刀 追 杀 三 个 月 ； 或 在 你 国 中 有 耶 和 华 的 刀 ， 就 是 三 日 的 瘟 疫 ， 耶 和 华 的 使 者 在 以 色 列 的 四 境 施 行 毁 灭 。 现 在 你 要 想 一 想 ， 我 好 回 覆 那 差 我 来 的 。
cuv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,1,EXO-036-017,Exodus 36:17,0.49713457,在 这 相 连 的 幔 子 末 幅 边 上 做 五 十 个 钮 扣 ， 在 那 相 连 的 幔 子 末 幅 边 上 也 做 五 十 个 钮 扣 ；
cuv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,2,EXO-026-024,Exodus 26:24,0.49368504,板 的 下 半 截 要 双 的 ， 上 半 截 要 整 的 ， 直 顶 到 第 一 个 环 子 ； 两 块 都 要 这 样 做 两 个 拐 角 。
cuv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,3,EXO-028-032,Exodus 28:32,0.49367684,袍 上 要 为 头 留 一 领 口 ， 口 的 周 围 织 出 领 边 来 ， 彷 佛 铠 甲 的 领 口 ， 免 得 破 裂 。
cuv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,4,EXO-036-032,Exodus 36:32,0.49327812,为 帐 幕 那 面 的 板 做 五 闩 ， 又 为 帐 幕 後 面 的 板 做 五 闩 ，
cuv,27960,14-llamascope-res-32k,feeling, general emotional expressions or sentiments,5,EXO-040-003,Exodus 40:3,0.49061674,把 法 柜 安 放 在 里 面 ， 用 幔 子 将 柜 遮 掩 。
cuv,27974,30-llamascope-res-32k,feeling,"the emotional expressions articulated through the word ""feeling""",1,NUM-020-017,Numbers 20:17,0.6430626,求 你 容 我 们 从 你 的 地 经 过 。 我 们 不 走 田 间 和 葡 萄 园 ， 也 不 喝 井 里 的 水 ， 只 走 大 道 （ 原 文 作 王 道 ） ， 不 偏 左 右 ， 直 到 过 了 你 的 境 界 。
cuv,27974,30-llamascope-res-32k,feeling,"the emotional expressions articulated through the word ""feeling""",2,JAS-005-016,James 5:16,0.6327305,所 以 你 们 要 彼 此 认 罪 ， 互 相 代 求 ， 使 你 们 可 以 得 医 治 。 义 人 祈 祷 所 发 的 力 量 是 大 有 功 效 的 。
cuv,27974,30-llamascope-res-32k,feeling,"the emotional expressions articulated through the word ""feeling""",3,NUM-020-019,Numbers 20:19,0.63243246,以 色 列 人 说 ： 我 们 要 走 大 道 上 去 ； 我 们 和 牲 畜 若 喝 你 的 水 ， 必 给 你 价 值 。 不 求 别 的 ， 只 求 你 容 我 们 步 行 过 去 。
cuv,27974,30-llamascope-res-32k,feeling,"the emotional expressions articulated through the word ""feeling""",4,ACT-009-006,Acts 9:6,0.63084054,起 来 ！ 进 城 去 ， 你 所 当 做 的 事 ， 必 有 人 告 诉 你 。
cuv,27974,30-llamascope-res-32k,feeling,"the emotional expressions articulated through the word ""feeling""",5,1SA-028-022,1 Samuel 28:22,0.62767947,现 在 求 你 听 婢 女 的 话 ， 容 我 在 你 面 前 摆 上 一 点 食 物 ， 你 吃 了 ， 可 以 有 气 力 行 路 。
cuv,28049,2-llamascope-res-32k,feeling,descriptions and expressions of feelings and sensations,1,1KI-007-033,1 Kings 7:33,0.62842053,轮 的 样 式 如 同 车 轮 ； 轴 、 辋 、 辐 、 毂 都 是 铸 的 。
cuv,28049,2-llamascope-res-32k,feeling,descriptions and expressions of feelings and sensations,2,ISA-005-028,Isaiah 5:28,0.62121296,他 们 的 箭 快 利 ， 弓 也 上 了 弦 。 马 蹄 算 如 坚 石 ， 车 轮 好 像 旋 风 。
cuv,28049,2-llamascope-res-32k,feeling,descriptions and expressions of feelings and sensations,3,ECC-004-006,Ecclesiastes 4:6,0.6169067,满 了 一 把 ， 得 享 安 静 ， 强 如 满 了 两 把 ， 劳 碌 捕 风 。
