feature_id,model_id,layer,source_keyword,explanation,exemplar_count,language,rank,pk_id,book_name,chapter,verse,verse_ref,raw_text,score
16773,llama3.1-8b,26-llamascope-res-32k,feeling,expressions of emotions related to feeling and emotional states,8,cuv,2,2TI-003-011,2 Timothy,3,11,2 Timothy 3:11,以 及 我 在 安 提 阿 、 以 哥 念 、 路 司 得 所 遭 遇 的 逼 迫 ， 苦 难 。 我 所 忍 受 是 何 等 的 逼 迫 ； 但 从 这 一 切 苦 难 中 ， 主 都 把 我 救 出 来 了 。,0.649925
16773,llama3.1-8b,26-llamascope-res-32k,feeling,expressions of emotions related to feeling and emotional states,8,cuv,3,PHP-002-028,Philippians,2,28,Philippians 2:28,所 以 我 越 发 急 速 打 发 他 去 ， 叫 你 们 再 见 他 ， 就 可 以 喜 乐 ， 我 也 可 以 少 些 忧 愁 。,0.6496485
16851,llama3.1-8b,25-llamascope-res-32k,feeling,"mentions of the word ""feeling"" in various contexts",8,cuv,1,ISA-014-031,Isaiah,14,31,Isaiah 14:31,门 哪 ， 应 当 哀 号 ！ 城 啊 ， 应 当 呼 喊 ！ 非 利 士 全 地 啊 ， 你 都 消 化 了 ！ 因 为 有 烟 从 北 方 出 来 ， 他 行 伍 中 并 无 乱 队 的 。,0.5891727
16851,llama3.1-8b,25-llamascope-res-32k,feeling,"mentions of the word ""feeling"" in various contexts",8,cuv,2,LEV-004-031,Leviticus,4,31,Leviticus 4:31,又 要 把 羊 所 有 的 脂 油 都 取 下 ， 正 如 取 平 安 祭 牲 的 脂 油 一 样 。 祭 司 要 在 坛 上 焚 烧 ， 在 耶 和 华 面 前 作 为 馨 香 的 祭 ， 为 他 赎 罪 ， 他 必 蒙 赦 免 。,0.5838845
16851,llama3.1-8b,25-llamascope-res-32k,feeling,"mentions of the word ""feeling"" in various contexts",8,cuv,3,2KI-007-004,2 Kings,7,4,2 Kings 7:4,我 们 若 说 ， 进 城 去 罢 ！ 城 里 有 饥 荒 ， 必 死 在 那 里 ； 若 在 这 里 坐 着 不 动 ， 也 必 是 死 。 来 罢 ， 我 们 去 投 降 亚 兰 人 的 军 队 ， 他 们 若 留 我 们 的 活 命 ， 就 活 着 ； 若 杀 我 们 ， 就 死 了 罢 ！,0.58342195
16941,llama3.1-8b,24-llamascope-res-32k,feeling, emotions associated with experiences and reflections,8,cuv,1,PSA-084-001,Psalms,84,1,Psalms 84:1,（ 可 拉 後 裔 的 诗 ， 交 与 伶 长 。 用 迦 特 乐 器 。 ） 万 军 之 耶 和 华 啊 ， 你 的 居 所 何 等 可 爱 ！,0.54382265
16941,llama3.1-8b,24-llamascope-res-32k,feeling, emotions associated with experiences and reflections,8,cuv,2,ISA-035-002,Isaiah,35,2,Isaiah 35:2,必 开 花 繁 盛 ， 乐 上 加 乐 ， 而 且 欢 呼 。 利 巴 嫩 的 荣 耀 ， 并 迦 密 与 沙 仑 的 华 美 ， 必 赐 给 他 。 人 必 看 见 耶 和 华 的 荣 耀 ， 我 们 　 神 的 华 美 。,0.5409029
16941,llama3.1-8b,24-llamascope-res-32k,feeling, emotions associated with experiences and reflections,8,cuv,3,EXO-035-033,Exodus,35,33,Exodus 35:33,又 能 刻 宝 石 ， 可 以 镶 嵌 ， 能 雕 刻 木 头 ， 能 做 各 样 的 巧 工 。,0.53855914
17022,llama3.1-8b,5-llamascope-res-32k,feeling,emotions and states of concern regarding various situations,8,cuv,1,2CO-002-005,2 Corinthians,2,5,2 Corinthians 2:5,若 有 叫 人 忧 愁 的 ， 他 不 但 叫 我 忧 愁 ， 也 是 叫 你 们 众 人 有 几 分 忧 愁 。 我 说 几 分 ， 恐 怕 说 得 太 重 。,0.5981549
17022,llama3.1-8b,5-llamascope-res-32k,feeling,emotions and states of concern regarding various situations,8,cuv,2,LUK-016-003,Luke,16,3,Luke 16:3,那 管 家 心 里 说 ： 主 人 辞 我 ， 不 用 我 再 作 管 家 ， 我 将 来 作 甚 麽 ？ 锄 地 呢 ？ 无 力 ； 讨 饭 呢 ？ 怕 羞 。,0.5953997
17022,llama3.1-8b,5-llamascope-res-32k,feeling,emotions and states of concern regarding various situations,8,cuv,3,2CO-002-003,2 Corinthians,2,3,2 Corinthians 2:3,我 曾 把 这 事 写 给 你 们 ， 恐 怕 我 到 的 时 候 ， 应 该 叫 我 快 乐 的 那 些 人 ， 反 倒 叫 我 忧 愁 。 我 也 深 信 ， 你 们 众 人 都 以 我 的 快 乐 为 自 己 的 快 乐 。,0.5929594
1731,llama3.1-8b,17-llamascope-res-32k,sentiment, negative sentiments or emotions,8,cuv,1,PSA-067-001,Psalms,67,1,Psalms 67:1,（ 一 篇 诗 歌 ， 交 与 伶 长 。 用 丝 弦 的 乐 器 。 ） 愿 　 神 怜 悯 我 们 ， 赐 福 与 我 们 ， 用 脸 光 照 我 们 ， （ 细 拉 ）,0.5930623
1731,llama3.1-8b,17-llamascope-res-32k,sentiment, negative sentiments or emotions,8,cuv,2,DEU-004-006,Deuteronomy,4,6,Deuteronomy 4:6,所 以 你 们 要 谨 守 遵 行 ； 这 就 是 你 们 在 万 民 眼 前 的 智 慧 、 聪 明 。 他 们 听 见 这 一 切 律 例 ， 必 说 ： 这 大 国 的 人 真 是 有 智 慧 ， 有 聪 明 ！,0.59291947
1731,llama3.1-8b,17-llamascope-res-32k,sentiment, negative sentiments or emotions,8,cuv,3,ACT-020-035,Acts,20,35,Acts 20:35,我 凡 事 给 你 们 作 榜 样 ， 叫 你 们 知 道 应 当 这 样 劳 苦 ， 扶 助 软 弱 的 人 ， 又 当 记 念 主 耶 稣 的 话 ， 说 ： 施 比 受 更 为 有 福 。,0.5924721
17366,llama3.1-8b,12-llamascope-res-32k,feeling, emotional expressions and experiences,8,cuv,1,NEH-004-018,Nehemiah,4,18,Nehemiah 4:18,修 造 的 人 都 腰 间 佩 刀 修 造 ， 吹 角 的 人 在 我 旁 边 。,0.5603201
17366,llama3.1-8b,12-llamascope-res-32k,feeling, emotional expressions and experiences,8,cuv,2,ECC-003-007,Ecclesiastes,3,7,Ecclesiastes 3:7,撕 裂 有 时 ， 缝 补 有 时 ； 静 默 有 时 ， 言 语 有 时 ；,0.5569886
17366,llama3.1-8b,12-llamascope-res-32k,feeling, emotional expressions and experiences,8,cuv,3,EZK-040-015,Ezekiel,40,15,Ezekiel 40:15,从 大 门 口 到 内 廊 前 ， 共 五 十 肘 。,0.5407417
17599,llama3.1-8b,19-llamascope-res-32k,sentiment, emotional expressions and sentiments,8,cuv,1,1KI-013-025,1 Kings,13,25,1 Kings 13:25,有 人 从 那 里 经 过 ， 看 见 尸 身 倒 在 路 上 ， 狮 子 站 在 尸 身 旁 边 ， 就 来 到 老 先 知 所 住 的 城 里 述 说 这 事 。,0.549962
17599,llama3.1-8b,19-llamascope-res-32k,sentiment, emotional expressions and sentiments,8,cuv,2,2CH-035-024,2 Chronicles,35,24,2 Chronicles 35:24,他 的 臣 仆 扶 他 下 了 战 车 ， 上 了 次 车 ， 送 他 到 耶 路 撒 冷 ， 他 就 死 了 ， 葬 在 他 列 祖 的 坟 墓 里 。 犹 大 人 和 耶 路 撒 冷 人 都 为 他 悲 哀 。,0.5464628
17599,llama3.1-8b,19-llamascope-res-32k,sentiment, emotional expressions and sentiments,8,cuv,3,REV-006-009,Revelation,6,9,Revelation 6:9,揭 开 第 五 印 的 时 候 ， 我 看 见 在 祭 坛 底 下 ， 有 为 神 的 道 、 并 为 作 见 证 被 杀 之 人 的 灵 魂 ，,0.54397666
17869,llama3.1-8b,23-llamascope-res-32k,feeling,expressions of emotions or feelings,8,cuv,1,JDG-015-002,Judges,15,2,Judges 15:2,说 ： 我 估 定 你 是 极 其 恨 他 ， 因 此 我 将 他 给 了 你 的 陪 伴 。 他 的 妹 子 不 是 比 他 还 美 丽 麽 ？ 你 可 以 娶 来 代 替 他 罢 ！,0.64056057
17869,llama3.1-8b,23-llamascope-res-32k,feeling,expressions of emotions or feelings,8,cuv,2,PHP-003-004,Philippians,3,4,Philippians 3:4,其 实 ， 我 也 可 以 靠 肉 体 ； 若 是 别 人 想 他 可 以 靠 肉 体 ， 我 更 可 以 靠 着 了 。,0.6383457
17869,llama3.1-8b,23-llamascope-res-32k,feeling,expressions of emotions or feelings,8,cuv,3,JAS-002-016,James,2,16,James 2:16,你 们 中 间 有 人 对 他 们 说 ： 「 平 平 安 安 的 去 罢 ！ 愿 你 们 穿 得 暖 ， 吃 得 饱 」 ； 却 不 给 他 们 身 体 所 需 用 的 ， 这 有 甚 麽 益 处 呢 ？,0.6362129
17953,llama3.1-8b,16-llamascope-res-32k,sentiment,emotions or sentiments tied to affection and appreciation,8,cuv,1,2CO-007-004,2 Corinthians,7,4,2 Corinthians 7:4,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。,0.6059891
17953,llama3.1-8b,16-llamascope-res-32k,sentiment,emotions or sentiments tied to affection and appreciation,8,cuv,2,2JN-001-012,2 John,1,12,2 John 1:12,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。,0.5881305
17953,llama3.1-8b,16-llamascope-res-32k,sentiment,emotions or sentiments tied to affection and appreciation,8,cuv,3,JOB-017-002,Job,17,2,Job 17:2,真 有 戏 笑 我 的 在 我 这 里 ， 我 眼 常 见 他 们 惹 动 我 。,0.58557606
1800,llama3.1-8b,5-llamascope-res-32k,sentiment, expressions of sentiment and emotional responses,8,cuv,1,JAS-005-016,James,5,16,James 5:16,所 以 你 们 要 彼 此 认 罪 ， 互 相 代 求 ， 使 你 们 可 以 得 医 治 。 义 人 祈 祷 所 发 的 力 量 是 大 有 功 效 的 。,0.6544447
1800,llama3.1-8b,5-llamascope-res-32k,sentiment, expressions of sentiment and emotional responses,8,cuv,2,HEB-012-015,Hebrews,12,15,Hebrews 12:15,又 要 谨 慎 ， 恐 怕 有 人 失 了 神 的 恩 ； 恐 怕 有 毒 根 生 出 来 扰 乱 你 们 ， 因 此 叫 众 人 沾 染 污 秽 ；,0.6518181
1800,llama3.1-8b,5-llamascope-res-32k,sentiment, expressions of sentiment and emotional responses,8,cuv,3,JER-014-019,Jeremiah,14,19,Jeremiah 14:19,你 全 然 弃 掉 犹 大 麽 ？ 你 心 厌 恶 锡 安 麽 ？ 为 何 击 打 我 们 ， 以 致 无 法 医 治 呢 ？ 我 们 指 望 平 安 ， 却 得 不 着 好 处 ； 指 望 痊 愈 ， 不 料 ， 受 了 惊 惶 。,0.6475694
18073,llama3.1-8b,27-llamascope-res-32k,feeling, emotions related to love and affection,8,cuv,1,JDG-019-009,Judges,19,9,Judges 19:9,那 人 同 他 的 妾 和 仆 人 起 来 要 走 ， 他 岳 父 ， 就 是 女 子 的 父 亲 ， 对 他 说 ： 看 哪 ， 日 头 偏 西 了 ， 请 你 再 住 一 夜 ； 天 快 晚 了 ， 可 以 在 这 里 住 宿 ， 畅 快 你 的 心 。 明 天 早 早 起 行 回 家 去 。,0.61810434
18073,llama3.1-8b,27-llamascope-res-32k,feeling, emotions related to love and affection,8,cuv,2,2SA-022-003,2 Samuel,22,3,2 Samuel 22:3,我 的 　 神 ， 我 的 磐 石 ， 我 所 投 靠 的 。 他 是 我 的 盾 牌 ， 是 拯 救 我 的 角 ， 是 我 的 高 ? ， 是 我 的 避 难 所 。 我 的 救 主 啊 ， 你 是 救 我 脱 离 强 暴 的 。,0.61332834
18073,llama3.1-8b,27-llamascope-res-32k,feeling, emotions related to love and affection,8,cuv,3,JDG-019-003,Judges,19,3,Judges 19:3,他 丈 夫 起 来 ， 带 着 一 个 仆 人 、 两 匹 驴 去 见 他 ， 用 好 话 劝 他 回 来 。 女 子 就 引 丈 夫 进 入 父 家 。 他 父 见 了 那 人 ， 便 欢 欢 喜 喜 地 迎 接 。,0.6096872
18513,llama3.1-8b,12-llamascope-res-32k,feeling,words related to emotions or states of being,8,cuv,1,LAM-003-005,Lamentations,3,5,Lamentations 3:5,他 筑 垒 攻 击 我 ， 用 苦 楚 （ 原 文 是 苦 胆 ） 和 艰 难 围 困 我 。,0.5894506
18513,llama3.1-8b,12-llamascope-res-32k,feeling,words related to emotions or states of being,8,cuv,2,PSA-109-007,Psalms,109,7,Psalms 109:7,他 受 审 判 的 时 候 ， 愿 他 出 来 担 当 罪 名 ！ 愿 他 的 祈 祷 反 成 为 罪 ！,0.58457726
18513,llama3.1-8b,12-llamascope-res-32k,feeling,words related to emotions or states of being,8,cuv,3,JOB-026-002,Job,26,2,Job 26:2,无 能 的 人 蒙 你 何 等 的 帮 助 ！ 膀 臂 无 力 的 人 蒙 你 何 等 的 拯 救 ！,0.5842147
18720,llama3.1-8b,24-llamascope-res-32k,feeling, emotional experiences and the complex nature of feelings,8,cuv,1,1CO-010-033,1 Corinthians,10,33,1 Corinthians 10:33,就 好 像 我 凡 事 都 叫 众 人 喜 欢 ， 不 求 自 己 的 益 处 ， 只 求 众 人 的 益 处 ， 叫 他 们 得 救 。,0.6306694
18720,llama3.1-8b,24-llamascope-res-32k,feeling, emotional experiences and the complex nature of feelings,8,cuv,2,JHN-016-033,John,16,33,John 16:33,我 将 这 些 事 告 诉 你 们 ， 是 要 叫 你 们 在 我 里 面 有 平 安 。 在 世 上 ， 你 们 有 苦 难 ； 但 你 们 可 以 放 心 ， 我 已 经 胜 了 世 界 。,0.6279874
18720,llama3.1-8b,24-llamascope-res-32k,feeling, emotional experiences and the complex nature of feelings,8,cuv,3,JAS-001-012,James,1,12,James 1:12,忍 受 试 探 的 人 是 有 福 的 ， 因 为 他 经 过 试 验 以 後 ， 必 得 生 命 的 冠 冕 ； 这 是 主 应 许 给 那 些 爱 他 之 人 的 。,0.62587804
18908,llama3.1-8b,0-llamascope-res-32k,feeling,words that represent emotions or feelings,8,cuv,1,1TH-005-003,1 Thessalonians,5,3,1 Thessalonians 5:3,人 正 说 平 安 稳 妥 的 时 候 ， 灾 祸 忽 然 临 到 他 们 ， 如 同 产 难 临 到 怀 胎 的 妇 人 一 样 。 他 们 绝 不 能 逃 脱 。,0.57919544
18908,llama3.1-8b,0-llamascope-res-32k,feeling,words that represent emotions or feelings,8,cuv,2,JER-015-009,Jeremiah,15,9,Jeremiah 15:9,生 过 七 子 的 妇 人 力 衰 气 绝 ； 尚 在 白 昼 ， 日 头 忽 落 ； 他 抱 愧 蒙 羞 。 其 馀 的 人 ， 我 必 在 他 们 敌 人 跟 前 ， 交 与 刀 剑 。 这 是 耶 和 华 说 的 。,0.57631266
18908,llama3.1-8b,0-llamascope-res-32k,feeling,words that represent emotions or feelings,8,cuv,3,JER-006-023,Jeremiah,6,23,Jeremiah 6:23,他 们 拿 弓 和 枪 ， 性 情 残 忍 ， 不 施 怜 悯 ； 他 们 的 声 音 像 海 浪 ? 訇 。 锡 安 城 （ 原 文 是 女 子 ） 啊 ， 他 们 骑 马 都 摆 队 伍 ， 如 上 战 场 的 人 要 攻 击 你 。,0.5741411
18988,llama3.1-8b,18-llamascope-res-32k,sentiment,positive sentiment indicators or expressions of approval,8,cuv,1,NUM-005-030,Numbers,5,30,Numbers 5:30,或 是 人 生 了 疑 恨 的 心 ， 疑 恨 他 的 妻 ， 就 有 这 疑 恨 的 条 例 。 那 时 他 要 叫 妇 人 站 在 耶 和 华 面 前 ， 祭 司 要 在 他 身 上 照 这 条 例 而 行 。,0.6025709
18988,llama3.1-8b,18-llamascope-res-32k,sentiment,positive sentiment indicators or expressions of approval,8,cuv,2,NUM-004-030,Numbers,4,30,Numbers 4:30,从 三 十 岁 直 到 五 十 岁 ， 凡 前 来 任 职 、 在 会 幕 里 办 事 的 ， 你 都 要 数 点 。,0.601453
18988,llama3.1-8b,18-llamascope-res-32k,sentiment,positive sentiment indicators or expressions of approval,8,cuv,3,MIC-005-001,Micah,5,1,Micah 5:1,成 群 的 民 （ 原 文 是 女 子 ） 哪 ， 现 在 你 要 聚 集 成 队 ； 因 为 仇 敌 围 攻 我 们 ， 要 用 杖 击 打 以 色 列 审 判 者 的 脸 。,0.59850305
19134,llama3.1-8b,31-llamascope-res-32k,sentiment, markers of strong emotional or expressive sentiment,8,cuv,1,EZK-043-014,Ezekiel,43,14,Ezekiel 43:14,从 底 座 到 下 层 磴 ? ， 高 二 肘 ， 边 宽 一 肘 。 从 小 磴 ? 到 大 磴 ? ， 高 四 肘 ， 边 宽 一 肘 。,0.5705522
19134,llama3.1-8b,31-llamascope-res-32k,sentiment, markers of strong emotional or expressive sentiment,8,cuv,2,ACT-027-028,Acts,27,28,Acts 27:28,就 探 深 浅 ， 探 得 有 十 二 丈 ； 稍 往 前 行 ， 又 探 深 浅 ， 探 得 有 九 丈 。,0.56448245
19134,llama3.1-8b,31-llamascope-res-32k,sentiment, markers of strong emotional or expressive sentiment,8,cuv,3,PRO-002-002,Proverbs,2,2,Proverbs 2:2,侧 耳 听 智 慧 ， 专 心 求 聪 明 ，,0.5611063
19244,llama3.1-8b,10-llamascope-res-32k,feeling, phrases related to emotional states and experiences,8,cuv,1,PRO-004-005,Proverbs,4,5,Proverbs 4:5,要 得 智 慧 ， 要 得 聪 明 ， 不 可 忘 记 ， 也 不 可 偏 离 我 口 中 的 言 语 。,0.568848
19244,llama3.1-8b,10-llamascope-res-32k,feeling, phrases related to emotional states and experiences,8,cuv,2,2JN-001-012,2 John,1,12,2 John 1:12,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。,0.5608415
19244,llama3.1-8b,10-llamascope-res-32k,feeling, phrases related to emotional states and experiences,8,cuv,3,1KI-010-007,1 Kings,10,7,1 Kings 10:7,我 先 不 信 那 些 话 ， 及 至 我 来 亲 眼 见 了 才 知 道 人 所 告 诉 我 的 还 不 到 一 半 。 你 的 智 慧 和 你 的 福 分 越 过 我 所 听 见 的 风 声 。,0.5552069
19458,llama3.1-8b,31-llamascope-res-32k,sentiment, personal sentiments and emotional connections,8,cuv,1,1TI-002-007,1 Timothy,2,7,1 Timothy 2:7,我 为 此 奉 派 作 传 道 的 ， 作 使 徒 ， 作 外 邦 人 的 师 傅 ， 教 导 他 们 相 信 ， 学 习 真 道 。 我 说 的 是 真 话 ， 并 不 是 谎 言 。,0.63102734
19458,llama3.1-8b,31-llamascope-res-32k,sentiment, personal sentiments and emotional connections,8,cuv,2,2JN-001-012,2 John,1,12,2 John 1:12,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。,0.62182784
19458,llama3.1-8b,31-llamascope-res-32k,sentiment, personal sentiments and emotional connections,8,cuv,3,RUT-002-012,Ruth,2,12,Ruth 2:12,愿 耶 和 华 照 你 所 行 的 赏 赐 你 。 你 来 投 靠 耶 和 华 ─ 以 色 列 　 神 的 翅 膀 下 ， 愿 你 满 得 他 的 赏 赐 。,0.61929965
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,1,ISA-050-002,Isaiah,50,2,Isaiah 50:2,我 来 的 时 候 ， 为 何 无 人 等 候 呢 ？ 我 呼 唤 的 时 候 ， 为 何 无 人 答 应 呢 ？ 我 的 膀 臂 岂 是 缩 短 、 不 能 救 赎 吗 ？ 我 岂 无 拯 救 之 力 麽 ？ 看 哪 ， 我 一 斥 责 ， 海 就 乾 了 ； 我 使 江 河 变 为 旷 野 ； 其 中 的 鱼 因 无 水 腥 臭 ， 乾 渴 而 死 。,0.65946096
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,2,JON-002-002,Jonah,2,2,Jonah 2:2,说 ： 我 遭 遇 患 难 求 告 耶 和 华 ， 你 就 应 允 我 ； 从 阴 间 的 深 处 呼 求 ， 你 就 俯 听 我 的 声 音 。,0.6556163
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,3,JON-002-009,Jonah,2,9,Jonah 2:9,但 我 必 用 感 谢 的 声 音 献 祭 与 你 。 我 所 许 的 愿 ， 我 必 偿 还 。 救 恩 出 於 耶 和 华 。,0.6549969
19623,llama3.1-8b,20-llamascope-res-32k,feeling,expressions of uncertainty or mixed feelings,8,cuv,1,GAL-005-023,Galatians,5,23,Galatians 5:23,温 柔 、 节 制 。 这 样 的 事 没 有 律 法 禁 止 。,0.60866976
19623,llama3.1-8b,20-llamascope-res-32k,feeling,expressions of uncertainty or mixed feelings,8,cuv,2,2CO-007-004,2 Corinthians,7,4,2 Corinthians 7:4,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。,0.60582316
19623,llama3.1-8b,20-llamascope-res-32k,feeling,expressions of uncertainty or mixed feelings,8,cuv,3,ROM-015-024,Romans,15,24,Romans 15:24,盼 望 从 你 们 那 里 经 过 ， 得 见 你 们 ， 先 与 你 们 彼 此 交 往 ， 心 里 稍 微 满 足 ， 然 後 蒙 你 们 送 行 。,0.5988134
19624,llama3.1-8b,1-llamascope-res-32k,feeling, instances of warmth or welcoming feelings,8,cuv,1,GAL-005-023,Galatians,5,23,Galatians 5:23,温 柔 、 节 制 。 这 样 的 事 没 有 律 法 禁 止 。,0.6179886
19624,llama3.1-8b,1-llamascope-res-32k,feeling, instances of warmth or welcoming feelings,8,cuv,2,PRO-007-018,Proverbs,7,18,Proverbs 7:18,你 来 ， 我 们 可 以 饱 享 爱 情 ， 直 到 早 晨 ； 我 们 可 以 彼 此 亲 爱 欢 乐 。,0.60951847
19624,llama3.1-8b,1-llamascope-res-32k,feeling, instances of warmth or welcoming feelings,8,cuv,3,PHP-002-028,Philippians,2,28,Philippians 2:28,所 以 我 越 发 急 速 打 发 他 去 ， 叫 你 们 再 见 他 ， 就 可 以 喜 乐 ， 我 也 可 以 少 些 忧 愁 。,0.6074731
19644,llama3.1-8b,29-llamascope-res-32k,feeling,emotional descriptors and adjectives related to feelings and experiences,8,cuv,1,2CO-007-004,2 Corinthians,7,4,2 Corinthians 7:4,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。,0.6319999
19644,llama3.1-8b,29-llamascope-res-32k,feeling,emotional descriptors and adjectives related to feelings and experiences,8,cuv,2,PSA-031-011,Psalms,31,11,Psalms 31:11,我 因 一 切 敌 人 成 了 羞 辱 ， 在 我 的 邻 舍 跟 前 更 甚 ； 那 认 识 我 的 都 惧 怕 我 ， 在 外 头 看 见 我 的 都 躲 避 我 。,0.6212518
19644,llama3.1-8b,29-llamascope-res-32k,feeling,emotional descriptors and adjectives related to feelings and experiences,8,cuv,3,2CO-002-003,2 Corinthians,2,3,2 Corinthians 2:3,我 曾 把 这 事 写 给 你 们 ， 恐 怕 我 到 的 时 候 ， 应 该 叫 我 快 乐 的 那 些 人 ， 反 倒 叫 我 忧 愁 。 我 也 深 信 ， 你 们 众 人 都 以 我 的 快 乐 为 自 己 的 快 乐 。,0.62106156
20273,llama3.1-8b,3-llamascope-res-32k,feeling," expressions of emotional states, particularly related to feeling or emotional experiences",8,cuv,1,2TI-002-020,2 Timothy,2,20,2 Timothy 2:20,在 大 户 人 家 ， 不 但 有 金 器 银 器 ， 也 有 木 器 瓦 器 ； 有 作 为 贵 重 的 ， 有 作 为 卑 贱 的 。,0.5367804
20273,llama3.1-8b,3-llamascope-res-32k,feeling," expressions of emotional states, particularly related to feeling or emotional experiences",8,cuv,2,EZK-040-036,Ezekiel,40,36,Ezekiel 40:36,就 是 量 卫 房 和 柱 子 ， 并 廊 子 。 门 洞 周 围 都 有 窗 棂 ； 门 洞 长 五 十 肘 ， 宽 二 十 五 肘 。,0.53147477
20273,llama3.1-8b,3-llamascope-res-32k,feeling," expressions of emotional states, particularly related to feeling or emotional experiences",8,cuv,3,EXO-025-010,Exodus,25,10,Exodus 25:10,要 用 皂 荚 木 做 一 柜 ， 长 二 肘 半 ， 宽 一 肘 半 ， 高 一 肘 半 。,0.5225254
20343,llama3.1-8b,5-llamascope-res-32k,sentiment,emotional expressions and sentiments,8,cuv,1,2TI-004-007,2 Timothy,4,7,2 Timothy 4:7,那 美 好 的 仗 我 已 经 打 过 了 ， 当 跑 的 路 我 已 经 跑 尽 了 ， 所 信 的 道 我 已 经 守 住 了 。,0.62053543
20343,llama3.1-8b,5-llamascope-res-32k,sentiment,emotional expressions and sentiments,8,cuv,2,ISA-040-031,Isaiah,40,31,Isaiah 40:31,但 那 等 候 耶 和 华 的 必 从 新 得 力 。 他 们 必 如 鹰 展 翅 上 腾 ； 他 们 奔 跑 却 不 困 倦 ， 行 走 却 不 疲 乏 。,0.601998
20343,llama3.1-8b,5-llamascope-res-32k,sentiment,emotional expressions and sentiments,8,cuv,3,EZK-007-006,Ezekiel,7,6,Ezekiel 7:6,结 局 来 了 ， 结 局 来 了 ， 向 你 兴 起 。 看 哪 ， 来 到 了 ！,0.5964043
20703,llama3.1-8b,13-llamascope-res-32k,sentiment, expressions of emotions and sentiments,8,cuv,1,ECC-012-012,Ecclesiastes,12,12,Ecclesiastes 12:12,我 儿 ， 还 有 一 层 ， 你 当 受 劝 戒 ： 着 书 多 ， 没 有 穷 尽 ； 读 书 多 ， 身 体 疲 倦 。,0.6615076
20703,llama3.1-8b,13-llamascope-res-32k,sentiment, expressions of emotions and sentiments,8,cuv,2,2JN-001-012,2 John,1,12,2 John 1:12,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。,0.6506649
20703,llama3.1-8b,13-llamascope-res-32k,sentiment, expressions of emotions and sentiments,8,cuv,3,PSA-045-001,Psalms,45,1,Psalms 45:1,（ 可 拉 後 裔 的 训 诲 诗 ， 又 是 爱 慕 歌 ， 交 与 伶 长 。 调 用 百 合 花 。 ） 我 心 里 涌 出 美 辞 ； 我 论 到 我 为 王 做 的 事 ， 我 的 舌 头 是 快 手 笔 。,0.6401826
21634,llama3.1-8b,7-llamascope-res-32k,sentiment, expressions of sentiment and subjective feelings,8,cuv,1,2JN-001-012,2 John,1,12,2 John 1:12,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。,0.6257149
21634,llama3.1-8b,7-llamascope-res-32k,sentiment, expressions of sentiment and subjective feelings,8,cuv,2,2CO-007-004,2 Corinthians,7,4,2 Corinthians 7:4,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。,0.6214595
21634,llama3.1-8b,7-llamascope-res-32k,sentiment, expressions of sentiment and subjective feelings,8,cuv,3,1TI-002-007,1 Timothy,2,7,1 Timothy 2:7,我 为 此 奉 派 作 传 道 的 ， 作 使 徒 ， 作 外 邦 人 的 师 傅 ， 教 导 他 们 相 信 ， 学 习 真 道 。 我 说 的 是 真 话 ， 并 不 是 谎 言 。,0.612269
